City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
322,Waingapu,ID,-9.6567,120.2641,85.8,66,100,11.01,overcast clouds
323,Te Anau,NZ,-45.4167,167.7167,50.86,49,80,8.46,broken clouds
324,Tuatapere,NZ,-46.1333,167.6833,50.85,60,88,14.56,overcast clouds
325,Olinda,BR,-8.0089,-34.8553,78.53,73,40,9.22,scattered clouds
326,Voloshka,RU,61.3314,40.0858,40.15,86,34,10.16,scattered clouds
327,Kolosovka,RU,56.4678,73.611,38.77,87,100,8.81,overcast clouds
328,Bambanglipuro,ID,-7.95,110.2833,80.04,79,100,8.48,light rain
329,Raga,SS,8.4596,25.678,70.36,94,96,2.62,overcast clouds
330,Adrar,MR,20.5022,-10.0711,85.1,11,100,9.89,overcast clouds
331,Koumac,NC,-20.5667,164.2833,80.4,63,0,10.45,clear sky
332,Huilong,CN,31.8111,121.655,61.48,50,4,16.26,clear sky
333,West Plains,US,36.7281,-91.8524,44.91,46,0,8.05,clear sky
334,Brasileia,BR,-11.0161,-68.7481,77.13,70,37,1.21,scattered clouds
335,Umm Lajj,SA,25.0213,37.2685,81.0,55,21,3.29,few clouds
336,Westport,US,41.1415,-73.3579,62.42,82,100,11.5,light rain
337,Qasigiannguit,GL,68.8193,-51.1922,41.25,90,100,6.6,light rain
338,Humboldt,US,40.6665,-123.9178,57.6,73,100,3.04,overcast clouds
339,Salinopolis,BR,-0.6136,-47.3561,80.24,80,55,12.21,broken clouds
340,Ubatuba,BR,-23.4339,-45.0711,70.92,89,66,2.75,broken clouds
341,Bukoba,TZ,-1.3317,31.8122,63.0,89,100,5.73,overcast clouds
342,Pangnirtung,CA,66.1451,-65.7125,25.5,94,99,8.7,light snow
343,Srednekolymsk,RU,67.45,153.6833,8.94,86,100,1.77,overcast clouds
344,Mitu,CO,1.1983,-70.1733,72.32,98,89,0.13,overcast clouds
345,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,64,0,8.05,clear sky
346,Carauari,BR,-4.8828,-66.8958,73.45,97,100,1.66,moderate rain
347,Nampula,MZ,-15.1165,39.2666,69.75,88,0,2.3,clear sky
348,Zhezkazgan,KZ,47.8043,67.7144,30.18,80,40,8.95,scattered clouds
349,Cradock,ZA,-32.1642,25.6192,60.6,89,8,0.11,clear sky
350,Anju,KP,39.6178,125.6647,45.68,54,0,7.96,clear sky
351,Port-Gentil,GA,-0.7193,8.7815,78.8,84,100,11.95,moderate rain
352,Maridi,SS,4.9158,29.4742,66.74,93,100,1.3,overcast clouds
353,Iba,PH,15.3667,120.0333,82.26,76,85,5.64,overcast clouds
354,Port Elizabeth,ZA,-33.918,25.5701,63.32,91,100,8.05,overcast clouds
355,Tayoltita,MX,24.0833,-105.9333,68.76,95,1,1.74,light rain
356,Najran,SA,17.4924,44.1277,63.25,28,100,1.34,overcast clouds
357,Saint George,US,37.1041,-113.5841,79.39,26,0,0.0,clear sky
358,Georgiyevka,KZ,43.0369,74.7114,48.24,93,75,8.95,shower rain
359,Lorengau,PG,-2.0226,147.2712,83.43,77,98,10.87,overcast clouds
360,Vila,PT,42.0304,-8.1588,56.28,79,100,5.06,overcast clouds
361,Aykhal,RU,66.0,111.5,19.09,95,100,3.98,overcast clouds
362,Turka,UA,49.1541,23.0297,48.0,87,13,6.15,few clouds
363,Verkhnyaya Inta,RU,65.9811,60.3094,40.89,86,100,7.29,light rain
364,Zachary,US,30.6485,-91.1565,66.72,73,0,0.0,clear sky
365,Berlevag,NO,70.8578,29.0864,41.0,87,75,14.97,light rain
366,Kodinsk,RU,58.6881,99.1844,32.25,98,100,3.85,snow
367,Kankakee,US,41.15,-87.8667,39.07,66,75,14.97,broken clouds
368,Miramar,US,25.9873,-80.2323,82.02,84,40,9.22,scattered clouds
369,Axim,GH,4.8699,-2.2405,76.8,89,14,3.51,few clouds
370,Bandarbeyla,SO,9.4942,50.8122,76.46,82,0,5.21,clear sky
371,Chingirlau,KZ,51.095,54.0814,38.95,79,92,7.56,overcast clouds
372,Nushki,PK,29.5542,66.0215,63.19,12,0,5.66,clear sky
373,Eureka,US,40.8021,-124.1637,66.67,85,100,1.99,overcast clouds
374,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,36.68,65,100,17.22,overcast clouds
375,Talara,PE,-4.5772,-81.2719,62.85,86,19,16.02,few clouds
376,Emerald,AU,-23.5333,148.1667,80.35,58,100,15.64,overcast clouds
377,Nador,MA,35.174,-2.9287,70.05,94,6,2.3,clear sky
378,Laguna,US,38.421,-121.4238,76.75,53,0,5.75,clear sky
379,Bejar,ES,40.3864,-5.7634,57.06,67,1,5.14,clear sky
380,Dingzhou,CN,38.5131,114.9956,53.71,21,0,4.0,clear sky
381,Hobyo,SO,5.3505,48.5268,77.67,85,55,14.25,broken clouds
382,Gisborne,NZ,-38.6533,178.0042,62.35,77,100,6.93,overcast clouds
383,Christchurch,NZ,-43.5333,172.6333,66.4,37,48,6.91,scattered clouds
384,Goderich,CA,43.7501,-81.7165,41.92,93,100,3.44,overcast clouds
385,Semey,KZ,50.4111,80.2275,37.62,81,0,4.47,clear sky
386,Mercedes,AR,-34.6515,-59.4307,59.79,73,100,13.82,overcast clouds
387,Aloleng,PH,16.1307,119.7824,82.11,80,88,9.31,overcast clouds
388,Honavar,IN,14.2833,74.45,75.31,90,100,4.09,overcast clouds
389,Hamilton,US,39.1834,-84.5333,42.76,55,100,21.85,overcast clouds
390,Salmas,IR,38.1973,44.7653,53.83,50,7,2.1,clear sky
391,Grand Gaube,MU,-20.0064,57.6608,68.4,74,78,3.0,broken clouds
392,Qarchi Gak,AF,37.04,66.7889,65.17,36,88,5.44,overcast clouds
393,La Libertad,EC,-2.2333,-80.9,67.93,83,97,8.79,overcast clouds
394,Beyneu,KZ,45.3167,55.2,47.97,66,0,6.24,clear sky
395,Khash,IR,28.2211,61.2158,59.94,25,10,3.78,clear sky
396,Elliot Lake,CA,46.3834,-82.6331,34.83,87,100,14.25,overcast clouds
397,Asau,RO,46.4333,26.4,34.72,74,6,3.76,clear sky
398,Biak,ID,-0.9131,122.8766,83.03,69,100,2.62,light rain
399,Xining,CN,36.6167,101.7667,41.92,42,5,2.37,clear sky
400,Saint Andrews,US,34.0454,-81.1293,71.58,60,40,3.44,scattered clouds
401,Deyang,CN,31.1302,104.382,66.34,53,98,1.57,overcast clouds
402,Chicama,PE,-7.8447,-79.1469,57.74,81,100,5.79,overcast clouds
403,Zyryanka,RU,65.75,150.85,7.54,85,80,1.16,broken clouds
404,Lebanon,US,36.2081,-86.2911,48.42,46,40,10.36,scattered clouds
405,Mogadishu,SO,2.0371,45.3438,77.22,83,39,9.15,scattered clouds
406,Twentynine Palms,US,34.1356,-116.0542,79.14,34,0,4.0,clear sky
407,Bara,NG,10.3744,10.7288,74.39,43,16,0.94,few clouds
408,Smirnykh,RU,49.75,142.8333,37.96,53,94,15.1,overcast clouds
409,Bonthe,SL,7.5264,-12.505,76.6,87,72,2.33,light rain
410,Jalu,LY,29.0331,21.5482,63.23,71,6,9.42,clear sky
411,Camana,PE,-16.6228,-72.7111,62.69,80,50,5.88,scattered clouds
412,Oranjemund,NA,-28.55,16.4333,58.68,89,100,6.35,overcast clouds
413,Keita,NE,14.7551,5.7749,81.93,18,2,7.11,clear sky
414,Yongan,CN,39.6957,113.6871,41.54,25,0,4.99,clear sky
415,Norman Wells,CA,65.282,-126.8329,35.64,87,75,6.91,broken clouds
416,Chaman,PK,30.9236,66.4512,61.77,13,0,4.05,clear sky
417,Murgab,TM,37.4966,61.9714,60.67,48,40,6.8,scattered clouds
418,Ust-Kuyga,RU,70.0167,135.6,13.03,90,100,5.66,overcast clouds
419,Belaya Gora,RU,68.5333,146.4167,16.27,89,93,0.63,overcast clouds
420,Dalnegorsk,RU,44.5604,135.5701,41.09,52,12,14.36,few clouds
421,Newport,GB,51.5877,-2.9984,51.04,88,0,0.78,clear sky
422,Nome,US,64.5011,-165.4064,37.47,93,100,0.0,light rain
423,Hovd,MN,48.0056,91.6419,41.29,38,100,7.74,overcast clouds
424,Rajshahi,BD,24.3667,88.6,72.7,79,9,6.35,clear sky
425,Raton,US,36.9034,-104.4391,50.34,82,35,2.75,scattered clouds
426,Bagru,IN,26.8088,75.5423,68.34,59,0,5.01,clear sky
427,Aketi,CD,2.7388,23.7833,67.26,88,34,1.63,scattered clouds
428,Praya,CV,14.9215,-23.5087,77.54,83,20,14.97,few clouds
429,Zwedru,LR,6.0667,-8.1281,70.52,99,61,2.15,moderate rain
430,Tagusao,PH,9.1924,117.8141,82.53,78,83,13.11,broken clouds
431,Egvekinot,RU,66.3167,-179.1667,16.18,73,65,3.49,broken clouds
432,Lavrentiya,RU,65.5833,-171.0,31.98,76,81,7.83,broken clouds
433,Obo,CF,5.3998,26.4869,67.73,98,100,2.46,light rain
434,Ancud,CL,-41.8697,-73.8203,52.32,85,0,3.11,clear sky
435,Alta Floresta,BR,-9.8756,-56.0861,76.69,71,87,4.32,moderate rain
436,Acajutla,SV,13.5928,-89.8275,79.39,87,100,6.82,overcast clouds
437,Nenagh,IE,52.8619,-8.1967,49.93,93,44,4.5,scattered clouds
438,Mumford,GH,5.2618,-0.759,77.34,86,12,3.98,few clouds
439,Pasni,PK,25.2631,63.471,77.7,59,0,8.86,clear sky
440,Bobo Dioulasso,BF,11.1771,-4.2979,72.05,88,0,3.44,clear sky
441,Puerto Ayacucho,VE,5.6639,-67.6236,76.3,90,100,2.77,overcast clouds
442,Vengerovo,RU,55.6848,76.7471,39.9,81,99,12.5,overcast clouds
443,Klyuchi,RU,52.2667,79.1667,39.04,82,91,9.78,overcast clouds
444,Saint-Pierre,RE,-21.3393,55.4781,66.9,63,0,6.91,clear sky
445,Manono,CD,-7.3,27.4167,69.06,93,100,1.74,overcast clouds
446,Champerico,GT,14.3,-91.9167,79.75,86,100,12.48,light rain
447,Fairbanks,US,64.8378,-147.7164,42.6,78,40,4.61,scattered clouds
448,Avera,US,33.194,-82.5271,68.05,57,0,12.66,clear sky
449,Pandan,PH,14.0453,124.1694,85.89,67,50,4.07,scattered clouds
450,Thunder Bay,CA,48.4001,-89.3168,30.18,59,40,14.97,scattered clouds
451,That Phanom,TH,16.9364,104.7104,69.82,70,19,6.08,few clouds
452,Joensuu,FI,62.6012,29.7632,41.49,81,100,10.36,overcast clouds
453,Vorukh,TJ,39.8494,70.5838,52.84,55,100,5.23,overcast clouds
454,Pizarro,CO,4.9533,-77.366,75.27,92,100,1.97,light rain
455,Shu,KZ,43.5983,73.7614,50.63,90,100,2.89,light rain
456,Cruzeiro Do Sul,BR,-29.5128,-51.9853,66.52,79,100,9.06,overcast clouds
457,Samarai,PG,-10.6167,150.6667,84.11,73,100,14.2,overcast clouds
458,Stefan Voda,MD,46.5153,29.6631,45.97,40,68,1.23,broken clouds
459,Homer,US,59.6425,-151.5483,49.89,70,75,3.0,broken clouds
460,Shingu,JP,33.7333,135.9833,72.66,53,17,3.49,few clouds
461,Jackson,US,42.4165,-122.8345,73.08,47,35,1.32,scattered clouds
462,Coihaique,CL,-45.5752,-72.0662,58.95,51,0,0.0,clear sky
463,Saint Anthony,US,45.0205,-93.218,33.26,54,100,18.41,overcast clouds
464,Yumen,CN,40.2833,97.2,49.24,16,0,4.56,clear sky
465,Alyangula,AU,-13.8483,136.4192,86.02,60,39,11.18,scattered clouds
466,Hwange,ZW,-18.3693,26.5019,74.73,30,80,5.03,broken clouds
467,Mbuyapey,PY,-26.2,-56.75,63.39,86,100,7.29,overcast clouds
468,Kijang,KR,35.2442,129.2139,56.93,39,4,5.97,clear sky
469,Akhmim,EG,26.5622,31.745,68.2,51,0,7.36,clear sky
470,Bayanday,RU,53.0661,105.5139,32.09,67,100,1.12,overcast clouds
471,Malinovskiy,RU,61.1953,62.8397,40.96,93,100,7.61,overcast clouds
472,Bagdarin,RU,54.4333,113.6,27.91,50,17,1.19,few clouds
473,Maceio,BR,-9.6658,-35.7353,74.64,88,75,4.61,broken clouds
474,Ucluelet,CA,48.9329,-125.5528,63.09,77,100,6.6,overcast clouds
475,Beloha,MG,-25.1667,45.05,67.42,83,4,12.8,clear sky
476,Atkinson,US,42.8384,-71.147,58.48,92,100,3.44,overcast clouds
477,Barauna,BR,-5.08,-37.6167,77.54,62,53,13.53,broken clouds
478,Calama,CL,-22.4667,-68.9333,57.69,21,0,18.41,clear sky
479,Dustlik,UZ,40.5247,68.0358,56.44,57,100,3.42,overcast clouds
480,Bardiyah,LY,31.7561,25.0865,68.68,68,62,9.46,broken clouds
481,Meulaboh,ID,4.1363,96.1285,77.67,81,99,3.42,overcast clouds
482,Okakarara,NA,-20.5833,17.4333,63.75,67,91,9.15,overcast clouds
483,La Ligua,CL,-32.4524,-71.2311,48.88,91,7,2.04,clear sky
484,Poltavka,RU,54.3663,71.7632,36.86,93,74,7.74,broken clouds
485,Khandyga,RU,62.6667,135.6,12.85,87,74,1.12,broken clouds
486,Diamantino,BR,-14.4086,-56.4461,80.17,48,100,3.94,overcast clouds
487,Davila,PH,18.4726,120.5763,85.98,79,71,10.63,broken clouds
488,Amapa,BR,1.0,-52.0,71.47,99,100,2.28,moderate rain
489,Vao,NC,-22.6667,167.4833,73.56,73,13,7.29,few clouds
490,Badiraguato,MX,25.3667,-107.5167,75.74,80,0,2.66,clear sky
491,Bozoum,CF,6.3193,16.3799,66.9,93,46,0.76,scattered clouds
492,Sajanan,TN,37.0573,9.2426,67.12,83,10,6.98,clear sky
493,Faya,SA,18.3851,42.4509,55.92,29,13,4.36,few clouds
494,Dinar,TR,38.065,30.1656,57.16,91,15,7.0,few clouds
495,Antsohihy,MG,-14.8796,47.9875,68.7,60,20,5.06,few clouds
496,Trairi,BR,-3.2778,-39.2689,78.76,81,100,13.09,overcast clouds
497,Tevaitoa,PF,-16.7833,-151.5,77.27,80,31,17.22,light rain
498,Juchipila,MX,21.4167,-103.1167,75.06,64,100,3.8,light rain
499,Half Moon Bay,US,37.4636,-122.4286,71.02,70,0,17.27,clear sky
500,Sinnamary,GF,5.3833,-52.95,78.76,88,7,8.63,clear sky
501,Itaqui,BR,-29.1253,-56.5531,64.06,80,100,15.66,overcast clouds
502,Oswego,US,43.4501,-76.1497,48.9,95,100,6.89,overcast clouds
503,Mahon,ES,39.8885,4.2658,70.36,94,75,4.61,broken clouds
504,Hami,CN,42.8,93.45,55.22,22,100,0.98,overcast clouds
505,Joao Camara,BR,-5.5375,-35.8197,73.42,82,12,13.09,few clouds
506,Polunochnoye,RU,60.8697,60.4153,41.02,87,100,5.86,overcast clouds
507,Santiago,CL,-33.4569,-70.6483,59.85,66,0,11.5,clear sky
508,Micheweni,TZ,-4.9667,39.8333,74.26,84,88,7.25,overcast clouds
509,Narsaq,GL,60.9167,-46.05,30.42,73,100,5.23,overcast clouds
510,Taltal,CL,-25.4,-70.4833,59.7,73,0,4.38,clear sky
511,Turayf,SA,31.6725,38.6637,64.65,68,0,13.8,clear sky
512,La Macarena,CO,2.1837,-73.7849,74.25,86,30,1.7,scattered clouds
513,Viru,PE,-8.4167,-78.75,63.77,78,71,3.42,broken clouds
514,Atyashevo,RU,54.5644,46.0691,41.59,83,100,13.49,overcast clouds
515,Rundu,NA,-17.9333,19.7667,67.69,53,30,5.12,scattered clouds
516,Vilhena,BR,-12.7406,-60.1458,67.05,94,72,2.48,broken clouds
517,Guerrero,MX,17.6667,-100.0,68.04,97,76,3.74,moderate rain
518,Bogorodskoye,RU,56.55,37.8833,43.5,93,98,9.55,overcast clouds
519,Nicoya,CR,10.1483,-85.452,74.39,94,100,4.05,overcast clouds
520,Hailar,CN,49.2,119.7,32.29,37,6,6.31,clear sky
521,Klaksvik,FO,62.2266,-6.589,41.92,75,84,17.25,broken clouds
522,Padang,ID,-0.9492,100.3543,82.45,77,100,2.1,overcast clouds
523,Puerto Escondido,MX,15.85,-97.0667,81.43,65,75,3.44,broken clouds
524,Aljezur,PT,37.3191,-8.8033,65.1,93,6,6.24,clear sky
525,Kropotkin,RU,45.4375,40.5756,47.26,94,0,8.05,clear sky
526,Old Saybrook,US,41.2918,-72.3762,64.4,94,100,10.36,overcast clouds
527,High Level,CA,58.5169,-117.136,50.11,62,0,2.3,smoke
528,Flin Flon,CA,54.7682,-101.865,33.12,58,0,10.78,clear sky
529,Tono,JP,39.3167,141.5333,54.43,54,94,8.16,overcast clouds
530,Mount Gambier,AU,-37.8333,140.7667,65.97,51,100,7.27,overcast clouds
531,Almansa,ES,38.8692,-1.0971,61.5,89,13,3.47,few clouds
532,Aberdeen,GB,57.1437,-2.0981,49.5,82,75,19.57,broken clouds
533,Agropoli,IT,40.3469,14.9966,61.09,69,0,2.95,clear sky
534,Cockburn Town,TC,21.4612,-71.1419,81.7,75,1,10.83,clear sky
535,Luena,AO,-11.7833,19.9167,63.64,82,100,5.28,overcast clouds
536,Snezhnogorsk,RU,69.1933,33.2531,37.18,77,89,21.12,overcast clouds
537,Mugla,TR,37.2303,28.3557,51.31,86,28,6.38,scattered clouds
538,Jeremie,HT,18.65,-74.1167,80.24,81,9,3.67,clear sky
539,Nara,JP,34.6851,135.8049,69.12,43,9,6.17,clear sky
540,Kyaikto,MM,17.3,97.0167,76.93,83,7,4.47,clear sky
541,Asyut,EG,27.181,31.1837,68.18,57,0,10.74,clear sky
542,Yushala,RU,57.0761,64.2601,37.09,95,29,7.16,scattered clouds
543,Jipijapa,EC,-1.3333,-80.5833,67.5,82,100,4.81,overcast clouds
544,Sept-Iles,CA,50.2001,-66.3821,42.8,96,100,4.61,fog
545,Basco,PH,20.4487,121.9702,78.87,87,100,32.99,light rain
546,Moron,AR,-34.6534,-58.6198,62.29,84,100,12.3,overcast clouds
547,Northam,GB,51.0333,-4.2167,45.25,84,0,6.29,clear sky
548,Puerto Narino,CO,-3.7703,-70.3831,73.0,96,87,2.1,overcast clouds
549,Erenhot,CN,43.6475,111.9767,39.04,22,0,10.47,clear sky
550,Phon,TH,15.816,102.5998,75.85,67,100,11.41,overcast clouds
551,Richards Bay,ZA,-28.783,32.0377,71.92,83,100,10.42,overcast clouds
552,Ayame,CI,5.6083,-3.1563,73.36,96,100,2.28,overcast clouds
553,Antofagasta,CL,-23.65,-70.4,58.28,76,34,4.29,scattered clouds
554,Tura,IN,25.5198,90.2201,70.21,94,8,2.77,clear sky
555,Cholet,FR,47.1667,-1.0,60.31,92,15,5.73,few clouds
556,Nerchinskiy Zavod,RU,51.3088,119.61,30.56,42,0,4.21,clear sky
557,Whitehorse,CA,60.7161,-135.0538,50.31,69,40,12.66,scattered clouds
558,Gizo,SB,-8.103,156.8419,84.47,68,32,9.37,scattered clouds
559,Jimma,ET,7.6667,36.8333,56.44,95,100,0.85,overcast clouds
560,Coahuayana,MX,18.7333,-103.6833,78.85,89,99,2.08,moderate rain
561,Miraflores,MX,19.2167,-98.8083,66.96,84,93,3.6,light rain
562,Ullapool,GB,57.8987,-5.1604,47.35,90,92,4.76,overcast clouds
563,Hanzhong,CN,33.0728,107.0303,58.3,66,88,1.97,overcast clouds
564,Denpasar,ID,-8.65,115.2167,78.46,100,75,2.3,broken clouds
565,Phalaborwa,ZA,-23.943,31.1411,70.07,74,78,5.39,broken clouds
566,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,88,75,4.61,broken clouds
567,Koungou,YT,-12.7336,45.2042,73.11,94,75,5.75,broken clouds
568,Mattru,SL,7.6244,-11.8332,72.34,98,100,1.5,light rain
569,Bereda,ES,43.2686,-7.5406,56.41,100,100,1.99,overcast clouds
570,Letterkenny,IE,54.95,-7.7333,46.96,94,100,3.36,overcast clouds
571,Waitati,NZ,-45.75,170.5667,51.8,65,97,10.27,overcast clouds
572,Ouesso,CG,1.6136,16.0517,69.78,95,100,0.54,overcast clouds
573,Manyana,BW,-23.4,21.7167,60.84,65,97,3.24,overcast clouds
574,Dublin,US,37.7021,-121.9358,73.06,63,0,9.22,clear sky
575,Le Port,RE,-20.9373,55.2919,69.76,73,71,2.37,broken clouds
576,Preobrazheniye,RU,42.9019,133.9064,44.82,51,3,7.7,clear sky
577,Moa,CU,20.6569,-74.9403,79.59,81,3,5.37,clear sky
578,Yerbogachen,RU,61.2767,108.0108,29.1,74,100,6.24,overcast clouds
579,Erdaojiang,CN,41.7764,126.0319,41.16,50,1,3.11,clear sky
580,Slave Lake,CA,55.2834,-114.769,49.98,66,0,4.61,clear sky
581,Antalaha,MG,-14.9003,50.2788,64.42,83,35,5.61,scattered clouds
582,Nabire,ID,-3.3667,135.4833,77.77,88,100,1.68,overcast clouds
583,Hanmer Springs,NZ,-42.5167,172.8167,56.57,47,34,10.0,scattered clouds
584,Taixing,CN,32.1667,120.0136,58.64,47,0,11.5,clear sky
585,Nalut,LY,30.3333,10.85,66.42,55,0,7.96,clear sky
586,Tawang,IN,27.5833,91.8667,46.44,48,0,3.83,clear sky
587,Kiunga,PG,-6.1219,141.2906,76.95,94,100,2.84,overcast clouds
588,Muisne,EC,0.6,-80.0333,74.19,84,91,8.28,overcast clouds
589,Conde,BR,-7.2597,-34.9075,76.46,83,75,9.22,broken clouds
590,Xuddur,SO,4.1213,43.8894,70.88,89,100,9.44,overcast clouds
591,Qui Nhon,VN,13.7667,109.2333,77.36,71,100,5.48,overcast clouds
592,Vostok,RU,46.4856,135.8833,31.53,65,97,13.27,overcast clouds
593,Itacarambi,BR,-15.1022,-44.0919,82.51,34,100,4.9,overcast clouds
594,Bilma,NE,18.6853,12.9164,78.06,29,0,14.54,clear sky
595,Aitape,PG,-3.1374,142.3475,85.32,67,98,4.32,overcast clouds
596,Naze,JP,28.3667,129.4833,65.32,75,100,22.5,light rain
597,Lipin Bor,RU,60.2622,37.9763,45.88,84,100,14.74,overcast clouds
598,Walvis Bay,NA,-22.9575,14.5053,60.1,94,0,4.61,clear sky
599,Guarapari,BR,-20.6667,-40.4975,74.89,91,100,10.54,overcast clouds
600,Saint-Augustin,CA,51.226,-58.6502,46.26,92,9,5.79,clear sky
601,Makinsk,KZ,52.6292,70.4169,39.52,75,100,9.24,overcast clouds
602,San Andres,CO,12.5847,-81.7006,82.42,83,20,6.91,few clouds
603,Japura,ID,-0.3167,102.35,76.3,91,100,1.12,overcast clouds
604,Qaqortoq,GL,60.7167,-46.0333,32.81,68,100,4.07,overcast clouds
605,Senneterre,CA,48.3835,-77.2328,44.22,92,100,10.54,heavy intensity rain
606,Krasnoselkup,RU,65.7,82.4667,32.56,95,100,4.7,overcast clouds
607,Petrozavodsk,RU,61.7849,34.3469,42.26,70,90,8.95,overcast clouds
608,Nuuk,GL,64.1835,-51.7216,43.41,75,100,25.01,overcast clouds
609,Sobolevo,RU,54.4299,31.8996,45.63,95,57,7.92,broken clouds
610,Buraydah,SA,26.326,43.975,68.45,16,100,9.64,overcast clouds
611,Tacuarembo,UY,-31.7333,-55.9833,59.67,82,100,16.35,overcast clouds
612,Gualaquiza,EC,-3.4,-78.55,63.45,98,68,1.39,broken clouds
613,Baie-Comeau,CA,49.2168,-68.1489,42.48,100,0,3.44,clear sky
614,San Cristobal,VE,7.7669,-72.225,69.98,97,100,0.83,moderate rain
615,Svetlogorsk,BY,52.6333,29.7333,52.68,94,65,8.93,broken clouds
616,Waipawa,NZ,-41.4122,175.5153,60.93,48,19,10.63,few clouds
617,Ito,JP,34.9667,139.0833,65.14,91,100,1.99,overcast clouds
618,Otane,NZ,-39.8833,176.6333,62.01,43,4,10.29,clear sky
619,Bambamarca,PE,-6.6833,-78.5333,54.88,95,100,1.14,light rain
620,Port Macquarie,AU,-31.4333,152.9167,72.9,74,98,11.43,overcast clouds
621,Sangar,RU,63.9242,127.4739,13.64,87,100,6.93,overcast clouds
622,Pipri,IN,19.8,75.5333,72.41,89,66,1.41,light rain
623,Dolores,AR,-36.3132,-57.6792,48.6,89,83,8.01,light rain
624,Partenit,UA,44.578,34.3446,57.25,68,0,8.25,clear sky
625,Albertville,US,34.2676,-86.2089,55.65,41,0,6.91,clear sky
626,Kudahuvadhoo,MV,2.6708,72.8944,80.58,71,100,12.15,overcast clouds
627,The Valley,AI,18.217,-63.0578,81.82,74,19,9.82,few clouds
628,Kupiskis,LT,55.8333,24.9667,57.4,83,100,15.95,overcast clouds
629,Maraa,BR,-1.8333,-65.3667,72.45,99,100,0.45,moderate rain
630,Khandbari,NP,27.3747,87.2039,60.49,59,0,4.47,clear sky
631,Kostyantynivka,UA,48.5277,37.7069,43.95,62,13,2.98,few clouds
632,Bolobo,CD,-2.1667,16.2333,71.55,94,37,1.61,scattered clouds
633,Watsa,CD,3.0372,29.5355,63.64,99,100,0.54,overcast clouds
634,Xichang,CN,27.8964,102.2634,56.79,66,86,1.52,overcast clouds
635,Leua,SK,48.2156,18.6071,54.5,66,17,4.94,few clouds
636,Sorland,NO,67.667,12.6934,42.66,64,100,16.44,light rain
637,North Bend,US,43.4065,-124.2243,67.24,83,0,4.61,clear sky
638,Fengzhen,CN,40.4394,113.1536,37.58,27,0,3.51,clear sky
639,Merauke,ID,-8.4667,140.3333,84.49,72,100,10.4,overcast clouds
640,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,60.01,77,100,15.08,overcast clouds
641,Buala,SB,-8.145,159.5921,84.56,69,39,7.2,light rain
642,Hambantota,LK,6.1241,81.1185,77.34,100,20,4.61,few clouds
643,Tandalti,SD,13.0167,31.8667,77.41,65,99,15.59,overcast clouds
644,Timra,SE,62.487,17.3257,41.68,93,100,5.75,overcast clouds
645,Susuman,RU,62.7833,148.1667,5.58,77,43,3.27,scattered clouds
646,Katangli,RU,51.7102,143.2326,36.36,63,75,21.21,broken clouds
647,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,72,37,20.2,light rain
648,Hervey Bay,AU,-25.2986,152.8535,75.02,68,77,5.99,broken clouds
649,Kyrksaeterora,NO,63.2906,9.0891,41.63,94,81,1.36,broken clouds
